CV_R2_Mean,Train_R2_Log,Train_RMSE_Log,Train_MAE_Log,Val_R2_Log,Val_RMSE_Log,Val_MAE_Log,Test_R2_Log,Test_RMSE_Log,Test_MAE_Log,Train_R2_Orig,Train_RMSE_Orig,Train_MAE_Orig,Val_R2_Orig,Val_RMSE_Orig,Val_MAE_Orig,Test_R2_Orig,Test_RMSE_Orig,Test_MAE_Orig,Overfitting_Train_Val,Overfitting_Train_Test
0.8598668671758756,0.9368159602721029,0.08092479826185321,0.058121393966829395,0.9570083795013353,0.06232161919746946,0.04993491439418235,0.9123227348870683,0.09609969585029954,0.07174392150525111,0.951166988811534,0.23679749546528694,0.1687422507483683,0.9692170848856803,0.17988221153019007,0.14259492003032506,0.9150986754248133,0.3169407272374324,0.21617556429343807,-0.018050096074146205,0.036068313386720785
