CV_R2_Mean,Train_R2_Log,Train_RMSE_Log,Train_MAE_Log,Val_R2_Log,Val_RMSE_Log,Val_MAE_Log,Test_R2_Log,Test_RMSE_Log,Test_MAE_Log,Train_R2_Orig,Train_RMSE_Orig,Train_MAE_Orig,Val_R2_Orig,Val_RMSE_Orig,Val_MAE_Orig,Test_R2_Orig,Test_RMSE_Orig,Test_MAE_Orig,Overfitting_Train_Val,Overfitting_Train_Test
0.559003705233456,0.9309766120105271,0.08411441841217145,0.059543966839150704,0.8936017809995112,0.09801950878540729,0.07564509016366097,0.8659894102483506,0.11911254271772086,0.08780545059052604,0.8608882908086893,0.400571054729027,0.22348091066778547,0.8951408289595498,0.33518572488231985,0.23587268021634986,0.7168362157811841,0.5853485863330598,0.3179056350951693,-0.03425253815086049,0.14405207502750528
