Composition,log_H2_W% (max),temperature(K),MagpieData mean Column,VEC mean,MagpieData mean Number,MagpieData mode CovalentRadius,MagpieData mean MendeleevNumber,Mixing enthalpy,Mean cohesive energy,MagpieData mode Number,MagpieData mode NdValence,MagpieData mean NsValence,MagpieData avg_dev CovalentRadius,MagpieData avg_dev AtomicWeight,MagpieData mean CovalentRadius,MagpieData range Electronegativity,MagpieData mean SpaceGroupNumber,MagpieData avg_dev NValence,Shear modulus local mismatch,Miedema_deltaH_ss_min,MagpieData avg_dev MendeleevNumber,Shear modulus mean,MagpieData mean GSvolume_pa,Thermal_Enthalpy_Interaction,Valence_Electron_Concentration,Electromechanical_Mismatch,Atomic_Deviation_Ratio,Squared_Electronegativity_Range,Group_Valence_Product,Temperature_Normalized_by_Mendeleev,Mismatch_Enthalpy_Ratio,Covalent_Deviation_Squared,Atomic_Weight_Deviation_Product,H2_W% (max)
Ti0.15Zr0.85La0.03Ni1.2 Mn0.7V0.12Fe0.12,0.9321640810304452,298,7.113564669,7.113564669,30.2807571,124,52.3533123,31.65325558,4.636246057,28,8,2.0,19.37632975,14.66691026,144.8769716,0.81,213.4637224,2.252425639,9.85748868,-0.553728375,6.746768303,61.31031546,14.47958528,-165.01105575000005,0.0660485467188005,7.9845658308,1.32109145051795,0.6561000000000001,14.227129338,5.692094480906416,-0.0561733716340417,375.4421545807351,444.1251469905578,1.54
Ti0.15Zr0.85La0.03Ni1.155Mn0.674V0.116Fe0.116,0.9122827104766162,293,7.074086056,7.074086056,30.37334196,124,52.23519896,31.90233404,4.653128437,28,8,2.0,19.58393981,14.90334841,145.236493,0.81,213.2258169,2.256122046,9.955498954,-0.552085449,6.757723789,60.97536396,14.58047496,-161.761036557,0.0658472157141577,8.06395415274,1.3140630730245406,0.6561000000000001,14.148172112,5.609244452660548,-0.055455326905356,383.53069848170287,452.6644976059523,1.4900000000000002
Ti0.15Zr0.85La0.03Ni1.126Mn0.657V0.113Fe0.113,0.9669838461896731,293,7.047713064,7.047713064,30.43764396,124,52.15630141,32.07121287,4.664577164,28,8,2.0,19.72096539,15.06103252,145.479434,0.81,213.0612043,2.258561049,10.01832217,-0.550685525,6.764950673,60.74810793,14.6493778,-161.350858825,0.0657081081120577,8.1148409577,1.309403280539494,0.6561000000000001,14.095426128,5.617729633409602,-0.054967839490033,388.9164759135778,458.4223455137416,1.63
Zr0.2Ti0.2Ni0.1Cr0.2Mn0.2,0.9122827104766162,323,5.777777778,5.777777778,27.77777778,139,48.55555556,17.67901235,4.52,22,2,1.777777778,15.55555556,13.34678074,150.0,0.58,210.3333333,1.580246914,17.0237037,-0.516342868,4.49382716,67.60555556,14.82724138,-166.77874636399997,0.0640000000028799,9.873748146,1.165491204435565,0.3364,10.271604939950617,6.652173912434583,-0.030330818551547,241.9753087802469,370.743909474104,1.4900000000000002
Zr0.2Ti0.2Ni0.125Cr0.2Mn0.2,0.9321640810304452,323,5.891891892,5.891891892,27.78378378,139,48.89189189,19.05040175,4.517837838,22,2,1.783783784,15.74287801,13.01527936,149.2972973,0.58,210.7297297,1.636230825,16.81566107,-0.545993803,4.663257852,67.80675676,14.70542404,-176.355998369,0.0642023346468758,9.7530834206,1.209568966946861,0.3364,10.50986121403068,6.606412382787424,-0.032469362978187,247.8382080377416,361.6137075745368,1.54
Zr0.2Ti0.2Ni0.15Cr0.2Mn0.2,0.9516578757114464,323,6.0,6.0,27.78947368,139,49.21052632,20.25484765,4.515789474,22,2,1.789473684,15.88919668,12.69972787,148.6315789,0.58,211.1052632,1.684210526,16.60565097,-0.568198047,4.897506925,67.99736842,14.59001815,-183.527969181,0.0643939393961203,9.6312775626,1.251144657794939,0.3364,10.736842104,6.563636363074769,-0.034217149814031,252.466571135723,352.9187533865275,1.5900000000000003
Zr0.2Ti0.2Ni0.175Cr0.2Mn0.2,0.9783261227936076,323,6.102564103,6.102564103,27.79487179,139,49.51282051,21.31229454,4.513846154,22,2,1.794871795,16.0,12.3990116,148.0,0.58,211.4615385,1.767258383,16.3947929,-0.572827138,5.143984221,68.17820513,14.4805305,-185.023165574,0.0645756457723887,9.508979881999998,1.290425440040721,0.3364,10.953320185654174,6.523562921138059,-0.0349395775533096,256.0,344.62893774472275,1.6599999999999997
Fe0.2Mn0.2Ti0.2V0.2Zr0.2,1.1151415906193205,278,5.6,5.6,27.2,132,48.0,12.64,4.722,22,2,2.0,13.04,12.4243564,151.8,0.5,212.6,1.52,10.5552,-0.417468936,4.4,55.604,14.82251724,-116.056364208,0.0735294117647058,5.2776,1.0495513473840783,0.25,11.2,5.791666666666667,-0.0395510209185993,170.0416,337.94249408,2.0500000000000007
Cr0.2Mn0.2Ti0.2V0.2Zr0.2,1.169381359556317,278,5.2,5.2,26.8,139,46.8,7.84,4.686,22,2,1.8,11.44,12.7322684,153.2,0.33,212.6,1.04,16.184,-0.226672823,2.96,62.64,14.91451724,-63.015044794,0.0671641791044776,5.340720000000001,0.8985044644519117,0.1089,9.36,5.94017094017094,-0.0140059826371725,130.87359999999998,341.22479312,2.22
Cr0.2Fe0.2Ti0.2V0.2Zr0.2,1.0885619528146082,278,5.4,5.4,27.0,132,47.4,12.32,4.958,22,2,1.8,13.04,12.659712,151.8,0.5,215.0,1.28,16.584,-0.371145266,3.68,63.64,14.963,-103.178383948,0.0666666666666666,8.292,1.0300392299603656,0.25,9.72,5.864978902953586,-0.0223797193680656,170.0416,341.812224,1.9699999999999998
Cr0.2Fe0.2Mn0.2V0.2Zr0.2,0.7466879474879752,278,6.0,6.0,27.6,132,49.2,10.4,4.572,23,2,1.8,13.12,12.0940284,147.6,0.5,219.6,1.2,16.0112,-0.319562647,3.44,71.076,13.72251724,-88.83841586599999,0.0652173913043478,8.0056,1.084832908115215,0.25,10.8,5.650406504065041,-0.0199586943514539,172.13439999999997,333.79518384,1.1100000000000003
Ti0.2Zr0.2Nb0.2Fe0.2Ni0.2,0.9745596399981308,298,6.2,6.2,31.4,124,50.0,26.88,5.478,22,2,1.8,18.4,18.2064272,151.0,0.58,214.2,2.24,10.5872,-0.700082588,6.4,53.504,15.823,-208.624611224,0.0573248407643312,6.140575999999999,1.0106321134769374,0.3364,11.16,5.96,-0.0661253766812755,338.55999999999995,571.68181408,1.65
Ti0.2Zr0.2Nb0.2Cr0.2Fe0.2,1.0577902941478543,303,5.4,5.4,30.6,132,47.6,12.64,5.41,22,2,1.6,14.8,19.2779952,154.0,0.5,215.0,1.28,16.7336,-0.376612654,3.52,61.834,15.997,-114.113634162,0.0522875816993464,8.3668,0.767714684356805,0.25,8.64,6.3655462184873945,-0.0225063736434479,219.04,589.90665312,1.8799999999999994
Zr0.2Ti0.2V0.2Fe0.2Al0.2,0.712949807856125,423,6.8,4.8,24.8,121,52.2,24.96,4.816,13,0,2.0,17.36,15.17015382,148.2,0.5,214.2,1.36,9.7776,-0.179461,9.44,45.618,16.021,-75.912003,0.0806451612903225,4.8888,1.1443522726258026,0.25,13.6,8.10344827586207,-0.0183542996236295,301.3696,376.219814736,1.04
Ti16.67Zr16.67Fe16.67Mn16.67Cr16.67V16.67,1.0473189942805592,303,5.666666667,5.666666667,26.66666667,132,48.16666667,11.0,4.618333333,22,2,1.833333333,13.0,10.80735306,149.6666667,0.5,215.3333333,1.333333333,15.81555556,-0.419575219,3.833333333,65.78666667,14.2170977,-127.131291357,0.0687499999789062,7.90777778,1.2028847329986274,0.25,10.388888887611111,6.290657439011027,-0.0265292747642182,169.0,288.19608163602453,1.85
Co1Fe1Mn1Ti2.5V1Zr1,0.7929925155296614,298,5.733333333,5.733333333,26.13333333,160,48.33333333,17.81333333,4.703333333,22,2,2.0,14.13333333,9.353972711,150.0,0.55,206.4,1.813333333,10.16106667,-0.59520225,5.333333333,55.12666667,14.58567816,-177.3702705,0.0765306122546595,5.5885866685000005,1.510944468907805,0.3025,11.466666666,6.165517241804518,-0.0585767488129275,199.75111101688887,244.4504868162868,1.21
Co1Fe1Mn1Ti1V1Zr2.3,1.0402767116551463,298,5.780821918,5.780821918,29.45205479,175,48.65753425,20.90448489,4.948630137,40,2,2.0,16.49089886,16.19324819,152.3972603,0.55,206.739726,1.823981985,10.74948396,-0.594111916,5.212985551,54.63315068,15.68645017,-177.045350968,0.0679069767546089,5.912216178,1.018381159018103,0.3025,11.561643836,6.124436936505882,-0.0552688778559747,271.94974521074937,476.9244329199482,1.83
Co1Fe1Mn1Ti1V2.3Zr1,0.947789398933526,298,5.95890411,5.95890411,26.42465753,153,49.01369863,15.34246575,4.781232877,23,3,2.0,13.27078251,9.165026966,148.4794521,0.55,212.9726027,1.677613061,9.89273785,-0.562399246,4.920247701,56.83424658,13.87268304,-167.59497530800002,0.0756868844082234,5.4410058175,1.4479807379979728,0.3025,11.91780822,6.079932923437898,-0.0568497067775833,176.1136684277219,242.18269882976492,1.5799999999999996
Cr1Fe1Mn1Ti1V2.0Zr1,1.0647107369924282,278,5.571428571,5.571428571,26.14285714,153,47.85714286,9.387755102,4.717142857,23,3,1.857142857,11.55102041,9.584279796,150.1428571,0.5,217.2857143,1.224489796,14.77795918,-0.386376116,3.551020408,63.03142857,14.04465517,-107.412560248,0.0710382513684194,7.38897959,1.2052048412464773,0.25,10.346938773918367,5.808955223533793,-0.0261454312665113,133.42607251223654,250.56045749661635,1.9
Co1Fe1Mn1Ti1V1Zr2,1.007957920399979,298,5.857142857,5.857142857,29.0,175,48.85714286,20.65306122,4.892857143,40,2,2.0,16.36734694,15.31389878,151.4285714,0.55,207.2857143,1.836734694,10.77469388,-0.607964369,5.265306122,55.51142857,15.36465517,-181.173381962,0.0689655172413793,5.926081634,1.0687903306097208,0.3025,11.714285714,6.099415204321671,-0.056425210383796,267.8900458543274,444.10306462,1.7400000000000002
Co1Fe1Mn1Ti1V1.6Zr1,0.9400072584914712,298,6.060606061,6.060606061,26.78787879,153,49.33333333,16.96969697,4.725151515,23,3,2.0,14.24242424,9.722899908,148.0,0.55,211.2727273,1.763085399,10.26280992,-0.594007606,5.151515152,57.93030303,13.96417973,-177.014266588,0.0746606334782508,5.644545456,1.4648329587638085,0.3025,12.121212122,6.040540540948685,-0.0578796265964555,202.8466482321396,260.45586422280616,1.56
Cr1Fe1.5Mn1Ti1V1Zr1,0.9516578757114464,278,5.846153846,5.846153846,26.61538462,132,48.69230769,11.73964497,4.592307692,26,6,1.846153846,13.25443787,10.04600497,148.3076923,0.5,216.3846154,1.396449704,15.42579882,-0.430394435,4.023668639,66.99692308,13.94885942,-119.64965293,0.0693641618319021,7.71289941,1.3193740108213383,0.25,10.792899407100592,5.709320695373269,-0.0279009495729959,175.68012324969015,267.3782861709816,1.5900000000000003
Cr1Fe1Mn1Ti1.5V1Zr1,1.0681530811834012,278,5.538461538,5.538461538,26.30769231,160,47.76923077,10.98224852,4.636153846,22,2,1.846153846,12.73372781,10.23483337,150.4615385,0.5,213.6923077,1.349112426,15.47692308,-0.420729932,3.905325444,63.75230769,14.40732095,-116.962921096,0.0701754385844875,7.73846154,1.2441558498963623,0.25,10.224852069301775,5.819645732595497,-0.027184339537339,162.14782393916738,269.2548471420804,1.9100000000000001
Ti0.8Zr1.2Cr1Mn1Fe1Ni1,0.9669838461896731,298,6.5,6.5,28.1,175,50.7,21.2,4.52,40,2,1.833333333,15.77777778,11.873937,145.3333333,0.58,214.6666667,1.833333333,15.13227778,-0.611585133,5.3,70.37166667,13.9855977,-182.252369634,0.0652431791103202,8.7767211124,1.328773917193598,0.3364,11.9166666645,5.877712031558185,-0.0404159335356847,248.9382716750617,333.65762970000003,1.63
Ti1.2Zr0.8Cr1Mn1Fe1Ni1,0.9001613499442714,298,6.5,6.5,26.9,160,50.63333333,19.68888889,4.426666667,22,2,1.833333333,14.44444444,8.701652167,144.3333333,0.58,214.6666667,1.833333333,14.90116667,-0.607472754,5.366666667,70.71833333,13.55193103,-181.026880692,0.0681536555018587,8.6426766686,1.659965735562135,0.3364,11.9166666645,5.885450954962835,-0.0407667914501623,208.6419751802469,234.0744432923,1.46
Cr1.25Fe1Mn1Ti1V1Zr1,0.9707789171582248,278,5.68,5.68,26.56,139,48.2,10.6496,4.5976,24,5,1.8,12.8896,10.4621737,149.24,0.5,215.88,1.2928,16.530688,-0.410218252,3.712,67.8232,14.09601379,-114.040674056,0.0677710843373494,8.265344,1.232019307804075,0.25,10.224,5.767634854771784,-0.0248155583119105,166.14178816,277.875333472,1.6400000000000001
Cr1.67Fe1.67Mn1.67Ti1.67V1.67Zr1.67,1.0188473201992472,278,5.666666667,5.666666667,26.66666667,132,48.16666667,11.0,4.618333333,22,2,1.833333333,13.0,10.80735306,149.6666667,0.5,215.3333333,1.333333333,15.81555556,-0.419575219,3.833333333,65.78666667,14.2170977,-116.641910882,0.0687499999789062,7.90777778,1.2028847329986274,0.25,10.388888887611111,5.771626297178434,-0.0265292747642182,169.0,288.19608163602453,1.77
Zr1.67Ti1.67V1.67Ni1.67Cr1.67Fe1.67,0.9555114450274363,300,6.166666667,6.166666667,27.16666667,124,49.66666667,20.88888889,4.871666667,22,2,1.833333333,15.5,10.59872222,147.1666667,0.58,216.6666667,1.888888889,15.77472222,-0.660496306,5.555555556,65.54166667,14.18916667,-198.1488918,0.0674846625561368,9.1493388876,1.4624404412402836,0.3364,11.30555555411111,6.040268455970452,-0.0418705506688789,240.25,287.93195367866247,1.6
Co1.67Fe1.67Mn1.67Ti1.67V1.67Zr1.67,0.9932517730102832,298,6.166666667,6.166666667,27.16666667,126,49.66666667,18.66666667,4.666666667,22,2,2.0,15.16666667,10.42195889,147.5,0.55,209.5,1.833333333,10.51,-0.612179166,5.333333333,59.07333333,14.0595977,-182.429391468,0.0736196318928074,5.7805,1.4552606501405994,0.3025,12.333333334,5.999999999597316,-0.0582473040913415,230.02777787888888,283.12988321307324,1.6999999999999997
Ti0.12Zr0.215V0.10Cr0.075Mn0.081Co0.08Ni0.322Sn0.003Al0.004,0.9082585601768908,303,6.891,6.821,28.743,124,51.921,30.80754,4.80463,28,8,1.925,18.34534,12.5233248,144.718,0.63,211.935,2.438828,12.67536584,-0.683672421,7.16942,62.1029,14.28788448,-207.152743563,0.066972828166858,7.9854804792,1.4648937317348825,0.3969,13.265175,5.83578898711504,-0.0539370957517073,336.5514997156,359.95792472639994,1.48
Ti0.12Zr0.215V0.10Cr0.075Mn0.081Fe0.01Co0.07Ni0.322Sn0.003Al0.004,0.924258901523332,303,6.881,6.811,28.733,124,51.891,30.5899,4.80353,28,8,1.925,18.29314,12.53678933,144.778,0.63,212.285,2.428548,12.71804384,-0.677761965,7.13882,62.1539,14.29273448,-205.361875395,0.0669961368461351,8.0123676192,1.4591566882459532,0.3969,13.245925000000002,5.839162860611667,-0.0532913688242169,334.63897105960007,360.21956781889,1.52
Ti0.12Zr0.215V0.10Cr0.075Mn0.081 Fe0.02Co0.06Ni0.322Sn0.003Al0.004,0.9122827104766162,303,6.871,6.801,28.723,124,51.861,30.37146,4.80243,28,8,1.925,18.24094,12.55025386,144.838,0.63,212.635,2.418268,12.75970184,-0.674818604,7.10822,62.2049,14.29758448,-204.470037012,0.0670194617553876,8.0386121592,1.453431954722229,0.3969,13.226675000000002,5.842540637473246,-0.0528867063244794,332.7318920835999,360.48094162078,1.4900000000000002
Ti0.12Zr0.215V0.10Cr0.075Mn0.081 Fe0.03Co0.05Ni0.322Sn0.003Al0.004,0.924258901523332,303,6.861,6.791,28.713,124,51.831,30.15222,4.80133,28,8,1.925,18.18874,12.56371839,144.898,0.63,212.985,2.407988,12.80033984,-0.669596883,7.07762,62.2559,14.30243448,-202.887855549,0.0670428029115731,8.064214099199999,1.447719491585962,0.3969,13.207425,5.845922324477629,-0.0523108676308394,330.8302627876,360.74204613207,1.52
Ti0.12Zr0.215V0.10Cr0.075Mn0.081 Fe0.05Co0.03Ni0.322Sn0.003Al0.004,0.9282193027394288,303,6.841,6.771,28.693,124,51.771,29.71134,4.79913,28,8,1.925,18.08434,12.59064745,145.018,0.63,213.685,2.387428,12.87855584,-0.650406195,7.01642,62.3579,14.31213448,-197.073077085,0.0670895340326909,8.113490179200001,1.436331219011299,0.3969,13.168925000000002,5.852697456104769,-0.0505030380021243,327.0433532356,361.26344728285005,1.5299999999999998
Ti0.12Zr0.215V0.10Cr0.075Mn0.081Fe0.04Co0.04Ni0.322Sn0.003Al0.004,0.9282193027394288,303,6.851,6.781,28.703,124,51.801,29.93218,4.80023,28,8,1.925,18.13654,12.57718292,144.958,0.63,213.335,2.397708,12.83995784,-0.661534186,7.04702,62.3069,14.30728448,-200.444858358,0.0670661603316726,8.0891734392,1.4420192594288832,0.3969,13.188175,5.84930792841837,-0.0515215232202039,328.9340831716,361.00288135276,1.5299999999999998
Mg0.60Co0.40,1.2947271675944,373,4.8,4.8,18.0,141,64.0,2.88,2.662,12,0,2.0,7.2,16.6215336,135.0,0.57,194.0,3.36,14.1744,0.090466471,4.8,40.984,17.832,33.743993683,0.1111111111111111,8.079407999999999,0.4331730256226176,0.3248999999999999,9.6,5.828125,0.0063823845101027,51.84,299.1876048,2.65
Mg0.50Ni0.50,1.0188473201992472,373,6.0,6.0,20.0,124,64.5,4.0,2.975,12,0,2.0,8.5,17.1942,132.5,0.6,209.5,4.0,14.4225,-0.048324404,3.5,46.205,16.605,-18.025002692,0.1,8.6535,0.4943527468564981,0.36,12.0,5.782945736434108,-0.003350626035708,72.25,343.884,1.77
Ti0.437Cr0.513Mo0.05,1.220829921392359,626,5.126,5.126,24.026,139,46.428,6.626668,4.56375,24,5,1.437,10.185102,4.35701217,148.927,0.62,213.705,0.984124,19.03637816,-0.037532921,2.996072,82.84868,13.8185,-23.495608546,0.0598102056105885,11.8025544592,2.3376345079155474,0.3844,7.366062,13.483242870681488,-0.0019716419102697,103.736302750404,104.68157439642,2.3900000000000006
Mg0.50Ni0.45B0.05,1.0818051703517284,373,6.15,5.65,18.85,141,65.05,6.16,3.0435,12,0,2.0,10.5,17.629488,130.5,0.73,206.55,3.915,20.504875,-0.061338497,3.645,52.6075,16.447625,-22.879259381,0.1061007957559681,14.968558749999998,0.5955930200582116,0.5328999999999999,12.3,5.7340507302075325,-0.0029914104328848,110.25,332.3158488,1.9499999999999997
Ti0.54Cr0.63V0.10,1.463255402256019,626,5.070866142,5.070866142,23.07086614,139,46.21259843,6.486204972,4.514173228,24,5,1.503937008,9.952507905,1.947724992,149.0314961,0.12,214.1181102,0.921817844,19.29884804,-0.042277984,2.765453531,78.2792126,13.67188976,-26.466017984,0.0651877133209356,2.3158617648,5.1098116756105165,0.0144,7.626263253567983,13.546089622037297,-0.0021906998755766,99.05241359908749,44.93570256796457,3.3200000000000003
Ti0.414Cr0.486Mo0.10,1.252762968495368,626,5.172,5.172,24.972,139,46.616,6.296112,4.6825,24,5,1.414,9.908568,8.25539148,149.194,0.62,214.51,0.970416,18.77432544,-0.046177202,2.994048,84.58296,13.917,-28.906928452,0.0566234182284158,11.6400817728,1.2002541640823556,0.3844,7.313207999999999,13.428865625536297,-0.0024595931367854,98.179719810624,206.15363603856,2.5
Ti0.391Cr0.459Mo0.15,1.1786549963416462,626,5.218,5.218,25.918,139,46.804,5.963532,4.80125,24,5,1.391,9.603198,11.69513793,149.461,0.62,215.315,0.952476,18.43006584,-0.05314323,2.974728,86.31724,14.0155,-33.26766198,0.0536692646037502,11.4266408208,0.8211273828046252,0.3844,7.258238,13.37492522006666,-0.0028835073331458,92.221411827204,303.11458486974,2.25
Ti0.32067V0.32067Nb0.3206Ni0.038,1.42791603581071,298,4.869322159,4.869322159,28.64046843,153,45.92858572,4.457195151,5.854020441,22,2,1.679380763,5.554002709,18.7251262,157.6695702,0.37,217.6238674,0.557564528,3.098090607,-0.102341284,1.878331862,42.39363842,15.74551173,-30.497702632000003,0.0586366374245786,1.14629352459,0.2966069573939641,0.1369,8.177445962674227,6.48833390639837,-0.0330336639505521,30.846946091579337,536.2963857788658,3.169999999999999
Ti0.31777V0.31777Nb0.317Co0.047,1.413423028508143,298,4.870170278,4.870170278,28.57879625,153,45.92765672,4.40795613,5.837248334,22,2,1.682854113,5.783052906,18.55781814,157.4444344,0.34,216.2271745,0.553282529,3.405097284,-0.097715472,1.861499243,42.76677952,15.6895612,-29.119210656,0.0588847094285855,1.15773307656,0.3116235358258554,0.1156,8.195786083342654,6.488465148935645,-0.0286968223959853,33.443700913595045,530.360103467614,3.1099999999999994
V0.4775Fe0.1175Ti0.2975Cr0.0975La0.01,1.430311246536665,298,5.1325,5.1325,23.4925,153,46.1275,5.5669,4.92575,23,3,1.9025,7.1447,2.827466585,151.79,0.73,218.2375,0.843025,10.77265487,-0.126931815,2.645175,55.01335,13.898325,-37.82568087,0.0809832925401724,7.8640380551,2.5268910472376107,0.5328999999999999,9.76458125,6.460354452333207,-0.0117827793177968,51.046738090000005,66.42425874811249,3.1799999999999997
V0.47Fe0.11Ti0.30Cr0.10La0.02,1.4182774069729414,303,5.09,5.09,23.81,153,45.73,4.5924,4.9209,23,3,1.9,7.1974,4.212067456,152.47,0.73,217.8,0.8222,11.012862,-0.08812667,2.9472,54.5924,14.15895,-26.70238101,0.0797984040319193,8.03938926,1.7087570593741224,0.5328999999999999,9.671,6.625847364968292,-0.0080021587485614,51.80256676,100.28932612735998,3.13
V0.47Fe0.11Ti0.30Cr0.10Ce0.02,1.430311246536665,303,5.09,5.11,23.83,153,45.77,4.7492,4.9179,23,3,1.9,7.1722,4.2541939,152.41,0.71,217.8,0.8138,11.070486,-0.099901531,2.8928,54.5336,14.1658,-30.270163893,0.0797314309693663,7.86004506,1.685912811825526,0.5041,9.671,6.62005680576797,-0.0090241323641979,51.44045284,101.377440637,3.1799999999999997
V0.4725Fe0.1125Ti0.2925Cr0.0925La0.03,1.396244691973059,298,5.0775,5.0775,24.1575,153,45.4225,3.7749,4.92245,23,3,1.9075,7.32855,5.700311402,153.01,0.73,217.7125,0.828225,10.93585387,-0.060676212,3.3625125,53.89125,14.378175,-18.081511176,0.0789609852012832,7.9831733251,1.2856402893057246,0.5328999999999999,9.68533125,6.56062524079476,-0.0055483744315979,53.7076451025,137.70527269381498,3.040000000000001
V0.35Ti0.30Cr0.25Fe0.10,1.4539530095937052,298,5.25,5.25,23.25,153,46.75,6.76,4.7665,23,3,1.75,8.75,1.74369,149.5,0.29,218.5,0.925,16.0669,-0.174873569,2.775,65.404,13.431,-52.112323562,0.075268817204301,4.659401,5.018093812546955,0.0841,9.1875,6.374331550802139,-0.0108840889655129,76.5625,40.5407925,3.2799999999999994
Al0.10Ti0.30V0.30Nb0.30,1.2837077723447896,298,5.5,4.5,27.1,153,48.1,8.04,5.658,22,2,1.7,8.16,19.61625728,155.2,0.09,218.1,0.6,2.9316,0.094875559,4.98,39.652,16.012,28.272916582,0.062730627306273,0.2638439999999999,0.4159814934890576,0.0081,9.35,6.195426195426196,0.0323630641970255,66.5856,531.600572288,2.6100000000000003
V0.4675Fe0.1075Ti0.2875Cr0.0875La0.05,1.2267122912954254,298,5.0225,5.0225,24.8225,153,44.7175,2.0413,4.91915,23,3,1.9125,8.59475,8.548539197,154.23,0.73,217.1875,0.811225,11.06752388,-0.005576989,4.1593125,52.76915,14.858025,-1.661942722,0.0770470339409809,8.079292432399999,1.0054056958662851,0.5328999999999999,9.60553125,6.664057695533068,-0.0005039057571023,73.86972756249999,212.1961142175325,2.4099999999999997
Ti0.20Zr0.20Hf0.20Nb0.40,0.947789398933526,573,4.4,4.4,43.2,164,45.2,3.2,6.536,41,4,1.6,5.92,31.1244992,167.6,0.3,208.0,4.32,3.1624,0.069899419,1.44,40.278,19.689,40.052367087,0.037037037037037,0.94872,0.1902038635853778,0.09,7.040000000000001,12.676991150442475,0.0221032820010118,35.0464,1344.57836544,1.5799999999999996
Ti1V1Zr2Nb1,1.2809338454620642,298,4.4,4.4,33.2,175,44.8,0.16,6.046,40,2,1.8,7.68,20.3426608,165.4,0.3,208.0,0.48,2.3936,0.040184864,1.36,38.318,18.854,11.975089472,0.0542168674698795,0.71808,0.3775317337051601,0.09,7.920000000000001,6.651785714285714,0.0167884625668449,58.9824,675.3763385600001,2.5999999999999996
V0.2982Ti0.3479Cr0.2485Fe0.0994Al0.006,1.5216989981260935,298,5.2468,5.1868,23.1388,160,46.7584,7.57461796,4.735379,22,2,1.7515,9.16470982,2.098406576,149.6769,0.29,216.7995,0.96342456,16.2278281,-0.157639216,3.06740448,64.815264,13.63219,-46.976486368,0.0756953688177433,4.706070148999999,4.367461446613386,0.0841,9.189770200000002,6.373186422118806,-0.0097141290275314,83.99190608480444,48.5546100807488,3.58
Ti0.5Zr1Nb1Hf1,1.0188473201992472,298,4.285714286,4.285714286,46.85714286,164,45.0,2.93877551,6.481428571,40,2,1.714285714,6.040816327,38.88344816,169.7142857,0.3,204.0,5.551020408,3.919183673,0.069979491,1.142857143,41.21428571,20.54857143,20.853888318000003,0.0365853658453301,1.1757551019,0.1553570121184437,0.09,7.346938774775511,6.622222222222222,0.0178556293449837,36.49146189654977,1821.9672853225245,1.77
Ti1V1Zr1.75Nb1,1.247032293786383,298,4.421052632,4.421052632,32.84210526,175,44.84210526,0.177285319,6.035263158,40,2,1.789473684,7.44598338,20.68683745,164.8947368,0.3,208.7368421,0.487534626,2.420720222,0.038070934,1.396121884,38.53789474,18.62552632,11.345138332,0.0544871794860083,0.7262160665999999,0.3599382166557315,0.09,7.911357340542937,6.645539906571282,0.0157271103260936,55.44266849523623,679.3992930294099,2.48
Mg0.68Ti1Nb1Ni0.55,0.959350221334602,373,4.910216718,4.910216718,26.79876161,160,52.56656347,0.999146929,4.919133127,22,2,1.690402477,13.48810014,21.18403462,151.1083591,0.6,210.1145511,1.788956091,8.854370309,-0.076804823,9.370357235,40.21433437,17.37188854,-28.648198979,0.0630776340190743,5.3126221854,0.636710635247253,0.36,8.30024250271401,7.09576535686745,-0.0086742275644301,181.92884538666803,567.7058937193669,1.6099999999999999
Ti0.28333V0.28333Nb0.283Cr0.15,1.42791603581071,298,4.866624652,4.866624652,27.9623572,153,45.88297021,3.042127846,5.637859672,22,2,1.56685273,6.799977223,17.43755731,155.9973291,0.12,219.0800772,0.49124855,11.09084363,-0.045091988,1.634219534,52.44788948,15.2435238,-13.437412424,0.0560343578616469,1.3309012356,0.3899615698524692,0.0144,7.625284121871499,6.494784418621882,-0.0040656950457789,46.23969023331879,487.5952061976911,3.169999999999999
Ti0.216667V0.216667Nb0.216667Cr0.35,1.33500106673234,298,5.133332867,5.133332867,27.03333497,139,46.61666538,5.041109073,5.276500633,24,5,1.433333567,9.0999958,14.37346503,152.000007,0.12,221.4166626,0.606666387,18.04605131,-0.07484793,1.83444432,67.56214021,14.29050167,-22.30468314,0.0530209672092114,2.1655261572,0.6331107899874301,0.0144,7.357778308855447,6.392563637292067,-0.0041476070700588,82.80992356001765,388.5626948355711,2.8
Ti1V1Zr1.5Nb1,1.2809338454620642,298,4.444444444,4.444444444,32.44444444,175,44.88888889,0.197530864,6.023333333,40,2,1.777777778,7.111111111,20.98405037,164.3333333,0.3,209.5555556,0.49382716,2.439259259,0.035544196,1.432098765,38.78222222,18.37166667,10.592170408,0.0547945205623006,0.7317777777,0.3388817213842782,0.09,7.901234568098765,6.638613861221817,0.0145717171591558,50.56790123298765,680.8158563556264,2.5999999999999996
Ti0.2333V0.2333Nb0.233Cr0.30,1.4011829736136414,298,5.066726691,5.066726691,27.26240496,139,46.43327331,4.698593643,5.366284514,24,5,1.466786715,8.401019471,15.19031871,152.9960984,0.12,220.8312325,0.560188061,16.86161085,-0.072517727,1.804852593,63.792499,14.5277611,-21.610282646,0.0538025429947248,2.023393302,0.5530509024454826,0.0144,7.431807398894711,6.417811598387183,-0.0043007591412892,70.57712815212112,414.1246201434848,3.0600000000000005
