Composition,log_H2_W% (max),temperature(K),MagpieData mean Column,VEC mean,MagpieData mean Number,MagpieData mode CovalentRadius,MagpieData mean MendeleevNumber,Mixing enthalpy,Mean cohesive energy,MagpieData mode Number,MagpieData mode NdValence,MagpieData mean NsValence,MagpieData avg_dev CovalentRadius,MagpieData avg_dev AtomicWeight,MagpieData mean CovalentRadius,MagpieData range Electronegativity,MagpieData mean SpaceGroupNumber,MagpieData avg_dev NValence,Shear modulus local mismatch,Miedema_deltaH_ss_min,MagpieData avg_dev MendeleevNumber,Shear modulus mean,MagpieData mean GSvolume_pa,Thermal_Enthalpy_Interaction,Valence_Electron_Concentration,Electromechanical_Mismatch,Atomic_Deviation_Ratio,Squared_Electronegativity_Range,Group_Valence_Product,Temperature_Normalized_by_Mendeleev,Mismatch_Enthalpy_Ratio,Covalent_Deviation_Squared,Atomic_Weight_Deviation_Product,H2_W% (max)
Zr1Mn2Fe1.2,0.5306282510621704,298,6.571428571,6.571428571,28.85714286,139,50.95238095,13.60544218,4.101428571,25,5,2.0,14.01360544,13.0415771,145.5714286,0.5,214.952381,1.224489796,8.708390023,-0.215924807,3.310657596,67.85809524,13.582422,-64.345592486,0.0693069306862072,4.3541950115,1.0745330363457346,0.25,13.142857142,5.848598131114421,-0.0247950317371769,196.3811374279976,376.3426534944045,0.7
Zr1Mn2Ni0.8,0.832909122935104,296,6.842105263,6.842105263,29.57894737,139,51.78947368,22.71468144,4.116315789,25,5,2.0,15.6232687,13.6560097,145.3157895,0.58,212.6315789,1.495844875,8.299168975,-0.315996153,4.099722992,65.05789474,13.79636116,-93.534861288,0.0676156583593799,4.8135180055,1.1440581138427282,0.3364,13.684210526,5.715447154936215,-0.0380756379285553,244.0865248723997,403.9303922005095,1.2999999999999998
Zr1Mn3,0.832909122935104,323,6.25,6.25,28.75,139,50.0,11.25,3.7525,25,5,2.0,13.5,13.60723313,148.0,0.22,211.25,1.125,7.94625,-0.082569849,3.0,65.925,13.66443966,-26.670061227,0.0695652173913043,1.748175,0.9921194023079108,0.0484,12.5,6.46,-0.0103910459650778,182.25,391.2079524875,1.2999999999999998
Zr1Mn3.8,0.7884573603642702,303,6.375,6.375,28.125,139,50.33333333,9.895833333,3.61375,25,5,2.0,11.875,11.96932543,146.5,0.22,212.2083333,0.989583333,6.989756944,-0.066970589,2.638888889,67.69083333,13.13496408,-20.292088467,0.0711111111111111,1.53774652768,0.992119403006323,0.0484,12.75,6.0198675500675405,-0.0095812471787717,141.015625,336.63727771875,1.2000000000000002
Zr1Mo1Cr1,0.832909122935104,298,5.333333333,5.333333333,35.33333333,139,47.66666667,8.0,5.723333333,24,2,1.333333333,12.66666667,18.48706667,156.0,0.83,217.3333333,0.888888889,18.34666667,-0.05145722,2.444444444,88.88,16.69166667,-15.33425156,0.0377358490507297,15.2277333361,0.6851636820542715,0.6889,7.111111108888888,6.251748251311067,-0.0028047176593741,160.44444452888888,653.2096889450431,1.2999999999999998
Zr1Ni1.2Cr0.8,0.9555114450274363,298,6.933333333,6.933333333,30.93333333,124,52.13333333,33.38666667,4.952666667,28,8,1.733333333,20.0,15.64867556,145.0,0.58,215.7333333,2.453333333,17.236,-0.343830591,7.093333333,72.52,14.84366667,-102.461516118,0.056034482753883,9.99688,1.278063432481311,0.3364,12.01777777488889,5.716112532334789,-0.0199483981782316,400.0,484.0656972705044,1.6
Zr1Ni1.2Mn0.5Cr0.2V0.1,0.9555114450274363,343,7.066666667,7.066666667,31.06666667,124,52.53333333,34.50222222,4.796333333,28,8,1.933333333,20.19111111,15.34522833,145.4666667,0.58,213.7333333,2.346666667,12.13966667,-0.451825264,6.773333333,63.48333333,14.78726437,-154.976065552,0.0622317596392455,7.0410066686,1.3157908553583575,0.3364,13.662222220511111,6.529187817673172,-0.0372189184663997,407.6809678563655,476.72509350315073,1.6
Zr1Ni1.2Mn0.6Cr0.2,0.8960880245566356,343,7.133333333,7.133333333,31.13333333,124,52.73333333,34.4,4.716666667,28,8,1.933333333,20.0,15.25641622,145.0,0.58,213.3333333,2.293333333,11.87866667,-0.441079187,6.613333333,64.484,14.70318391,-151.290161141,0.0620985010666058,6.889626668599999,1.3109238573198811,0.3364,13.79111110808889,6.504424779172214,-0.0371320451405511,400.0,474.9830915984786,1.4500000000000002
Zr1Ni1Al1,0.262364264467491,313,9.0,5.666666667,27.0,121,59.33333333,51.11111111,4.693333333,13,0,2.0,23.33333333,21.50512476,140.0,0.58,214.6666667,2.888888889,10.76888889,-0.42603014,10.22222222,45.26,16.665,-133.34743382,0.074074074074074,6.245955556199999,1.0850126930395914,0.3364,18.0,5.275280899172769,-0.0395611974783779,544.4444442888888,580.6383685200001,0.2999999999999999
Ca1Ni4B1,0.7884573603642702,300,9.166666667,7.5,22.83333333,124,53.83333333,16.22222222,4.235,28,8,2.0,16.66666667,14.77728889,126.0,1.04,215.1666667,3.333333333,27.18638889,-0.040246381,15.61111111,85.10966667,14.37041667,-12.073914299999998,0.0875912408886994,28.2738444456,1.1278568615707696,1.0816,18.333333334,5.572755418301719,-0.0014803871585462,277.7777778888889,337.4147629390757,1.2000000000000002
Ca1Ni5,1.0647107369924282,293,8.666666667,8.666666667,26.66666667,124,52.0,3.888888889,4.006666667,28,8,2.0,14.44444444,5.170944444,132.6666667,0.91,225.0,2.222222222,9.401666667,-0.064288949,15.0,63.768,14.895,-18.836662057,0.074999999990625,8.55551666697,2.793386120549084,0.8281000000000001,17.333333334,5.634615384615385,-0.0068380374753824,208.6419751802469,137.89185185723647,1.9
Ca1Ni5,1.0647107369924282,298,8.666666667,8.666666667,26.66666667,124,52.0,3.888888889,4.006666667,28,8,2.0,14.44444444,5.170944444,132.6666667,0.91,225.0,2.222222222,9.401666667,-0.064288949,15.0,63.768,14.895,-19.158106802,0.074999999990625,8.55551666697,2.793386120549084,0.8281000000000001,17.333333334,5.730769230769231,-0.0068380374753824,208.6419751802469,137.89185185723647,1.9
Ce0.5La0.5Ni2.5Cu2.5,0.7419373447293773,296,9.25,9.333333333,33.33333333,124,54.41666667,10.69444444,4.036666667,28,8,1.583333333,21.52777778,21.7752875,140.9166667,0.81,219.8333333,1.944444444,11.69402778,-0.301251692,13.47222222,52.315,15.090625,-89.170500832,0.0474999999947499,9.472162501800002,0.9886334579968232,0.6561000000000001,14.64583333025,5.439509953724992,-0.0257611575470363,463.44521614506175,725.8429165940825,1.1
Ce0.8La0.2Ni4.7Cu0.3,0.9162907318741552,296,8.883333333,9.016666667,33.01666667,124,53.41666667,14.59111111,4.3775,28,8,1.95,22.25555556,22.46926056,137.8333333,0.81,219.8333333,1.738888889,9.615044444,-0.218564137,12.93888889,63.13866667,14.83275,-64.694984552,0.0590610802565309,7.78818599964,0.990489006105504,0.6561000000000001,17.322499999349997,5.5413416533203534,-0.0227314744381019,495.309753284247,741.8600862308974,1.5000000000000004
Ce0.8La0.2Ni5,0.9162907318741552,296,8.833333333,8.966666667,32.96666667,124,53.26666667,15.44444444,4.425,28,8,2.0,22.38888889,22.55013722,137.4333333,0.81,219.8333333,1.722222222,8.692511111,-0.171011335,12.88888889,64.63466667,14.79525,-50.61935516,0.0606673407420963,7.04093399991,0.992849341517222,0.6561000000000001,17.666666666,5.556946182380667,-0.0196734099981295,501.2623457287655,743.4028570945005,1.5000000000000004
Ce0.8Pr0.2Ni2.5Cu2.5,0.7178397931503169,296,9.25,9.45,33.45,124,54.65,11.0,4.0035,28,8,1.583333333,21.05555556,21.98739722,140.6333333,0.79,219.8333333,1.75,11.84114444,-0.277437036,13.08333333,52.12233333,15.067,-82.121362656,0.0473343298355754,9.3545041076,0.9576192829612236,0.6241000000000001,14.64583333025,5.416285452881977,-0.0234299173872757,443.33641994024686,735.478437009,1.0500000000000003
Ce0.5La0.5Ni5,0.8754687373538999,293,8.833333333,8.916666667,32.91666667,124,53.16666667,15.27777778,4.4325,28,8,2.0,22.63888889,22.44925972,137.5833333,0.81,219.8333333,1.805555556,8.577361111,-0.178684208,13.05555556,64.78166667,14.778125,-52.354472944,0.0607594936647332,6.947662499910001,1.0084470121672235,0.6561000000000001,17.666666666,5.510971786488341,-0.0208320724390217,512.5192901737654,738.9547991914975,1.4
Ce0.6Pr0.4Co5 ,0.4700036292457356,293,8.0,8.233333333,32.23333333,126,50.96666667,10.44444444,4.337,27,7,2.0,21.55555556,22.63874028,138.9333333,0.76,194.0,1.277777778,8.874633333,-0.075209313,11.72222222,65.783,14.63983333,-22.036328709,0.0620475698099325,6.74472133308,0.9521534896993836,0.5776,16.0,5.748855460709689,-0.0084746389149776,464.6419755002469,729.7220616165375,0.6000000000000001
Ce0.7La0.7Ni5,0.8754687373538999,293,8.46875,8.578125,34.453125,124,50.71875,18.79882812,4.43015625,28,8,2.0,27.85644531,27.62311255,141.828125,0.81,218.21875,2.221679688,10.56422363,-0.221467015,16.06445313,61.5728125,16.17128906,-64.88983539499999,0.0580498866213151,8.557021140300002,1.0084470118846185,0.6561000000000001,16.9375,5.776956253850893,-0.020963870394705,775.981545309021,951.7025495742188,1.4
Ce0.8La0.2Ni5,0.9162907318741552,333,8.833333333,8.966666667,32.96666667,124,53.26666667,15.44444444,4.425,28,8,2.0,22.38888889,22.55013722,137.4333333,0.81,219.8333333,1.722222222,8.692511111,-0.171011335,12.88888889,64.63466667,14.79525,-56.946774555,0.0606673407420963,7.04093399991,0.992849341517222,0.6561000000000001,17.666666666,6.25156445517825,-0.0196734099981295,501.2623457287655,743.4028570945005,1.5000000000000004
Ce0.8Pr0.2Co5 ,0.4700036292457356,293,8.0,8.2,32.2,126,50.9,10.22222222,4.357666667,27,7,2.0,21.61111111,22.59475972,138.9666667,0.76,194.0,1.333333333,8.914755556,-0.066736687,11.83333333,65.73066667,14.692,-19.553849291,0.062111801242236,6.77521422256,0.956465630872396,0.5776,16.0,5.756385068762279,-0.0074860927572022,467.0401234087654,727.551262984,0.6000000000000001
CeNi3.55Mn0.4Al0.3Co0.75,0.7884573603642702,298,8.658333333,8.325,31.925,124,52.95833333,18.52722222,4.259916667,28,8,2.0,21.93111111,23.21938079,138.4333333,0.79,215.425,2.150833333,10.47377153,-0.264806233,12.78055556,62.38291667,15.11646408,-78.912257434,0.0626468285043069,8.274279508700001,0.9445174834052928,0.6241000000000001,17.316666666,5.627065303265275,-0.0252827963872914,480.97363451916544,741.27873172075,1.2000000000000002
CeNi4.25Mn0.75,0.8754687373538999,296,8.458333333,8.625,32.625,124,52.20833333,15.97222222,4.23,28,8,2.0,21.59722222,22.77386201,139.2083333,0.79,218.8333333,1.947916667,8.921892361,-0.222421705,12.45486111,64.72041667,14.82761494,-65.83682467999999,0.0613026819923371,7.04829496519,0.9483337613320332,0.6241000000000001,16.916666666,5.669592977217532,-0.0249298798954653,466.4400076200617,742.99724807625,1.4
CeNi4.5Mn0.5,0.7884573603642702,296,8.583333333,8.75,32.75,124,52.58333333,15.94444444,4.293333333,28,8,2.0,21.875,22.72170431,138.5833333,0.79,219.1666667,1.875,8.873402778,-0.200537804,12.625,64.65916667,14.82063218,-59.359189984,0.0610687022900763,7.009988194620001,0.9627358802646084,0.6241000000000001,17.166666666,5.629160063748283,-0.022599876171202,478.515625,744.1358161525,1.2000000000000002
Dy1Ni4.25Ga0.75,0.5877866649021191,293,9.208333333,9.458333333,34.70833333,124,57.625,23.75694444,4.002916667,28,8,2.0,18.97222222,28.3756,135.0833333,0.69,199.7083333,1.003472222,9.438923611,-0.253060413,8.875,62.07916667,14.87385417,-74.146701009,0.0576230492252219,6.51285729159,0.6686104336119765,0.4760999999999999,18.416666666,5.084598698481562,-0.0268103041648823,359.94521596506166,984.869783238748,0.8
Dy1Ni4Al1,0.5877866649021191,293,9.333333333,9.166666667,31.83333333,124,58.0,28.22222222,4.031666667,28,8,2.0,19.05555556,30.59693674,134.8333333,0.69,219.8333333,2.055555556,10.93277778,-0.347639299,9.0,58.7,14.83333333,-101.858314607,0.0628272251374688,7.543616668199999,0.6227929194979928,0.4760999999999999,18.666666666,5.051724137931035,-0.0317978930876979,363.1141977002469,974.0024861213436,0.8
Er1Ni3.5Al1.5,0.5306282510621704,388,9.583333333,8.916666667,30.91666667,124,59.66666667,32.38888889,3.985833333,28,8,2.0,18.30555556,32.79976623,134.0833333,0.67,219.8333333,2.958333333,11.60958333,-0.396189692,8.222222222,55.365,15.2375,-153.72160049599998,0.0646900269472032,7.7784208311,0.5581001837524375,0.4489000000000001,19.166666666,6.502793295726101,-0.0341260905528122,335.0933643602469,1014.0594393868328,0.7
Gd1Ni4Al1,0.6418538861723948,293,9.333333333,8.833333333,31.5,124,57.33333333,27.88888889,4.215,28,8,2.0,20.16666667,29.13860341,135.5,0.71,219.8333333,1.944444444,11.36888889,-0.182487609,10.11111111,58.17666667,14.96833333,-53.468869437,0.0634920634920634,8.071911111899999,0.6920944832613033,0.5041,18.666666666,5.11046511657619,-0.0160514902349441,406.6944445788889,917.866007415,0.9000000000000001
Ho1Ni4Al1,0.6418538861723948,333,9.333333333,9.333333333,32.0,124,58.33333333,27.77777778,4.048333333,28,8,2.0,19.05555556,31.27202563,134.8333333,0.68,219.8333333,2.111111111,10.76138889,-0.326206241,8.444444444,58.91166667,14.74888889,-108.626678253,0.0625,7.3177444452,0.6093482969558438,0.4624000000000001,18.666666666,5.708571428897632,-0.0303126524219496,363.1141977002469,1000.70482016,0.9000000000000001
La0.5Ce0.4Ti0.1Ni3.77Cu0.6Fe0.6Cr0.6Mn0.36Al0.27,0.7884573603642702,303,8.5875,8.268055556,30.46805556,124,53.61111111,12.08936728,4.204902778,28,8,1.833333333,17.83300926,18.14368595,137.9291667,0.81,220.9611111,2.269054784,13.39201532,-0.196079985,11.15493827,66.64611111,14.15823348,-59.412235455,0.0601723115999201,10.8475324092,0.9828768701764264,0.6561000000000001,15.7437499971375,5.651813471619726,-0.0146415591914063,318.0162192672458,552.8028315877913,1.2000000000000002
La0.65Nd0.2Pr0.15Ni3.55Co0.75Mn0.4Al0.3,0.8754687373538999,296,8.658333333,8.308333333,31.90833333,124,52.925,18.50888889,4.23,28,8,2.0,22.23777778,23.26302051,138.6333333,0.81,215.425,2.174722222,10.11074861,-0.354205965,12.83166667,62.82566667,14.95923491,-104.84496564,0.0626795508031005,8.1897063741,0.9559282196583508,0.6561000000000001,17.316666666,5.592820028341993,-0.0350326151566733,494.5187605926616,742.2842126957066,1.4
La0.6Ce0.4Ni3.77Cu0.6Fe0.6Cr0.6Mn0.36Al0.27,0.832909122935104,303,8.573611111,8.254166667,30.95416667,124,53.19444444,11.81807099,4.199625,28,8,1.833333333,18.78316358,19.79347758,138.5819444,0.81,220.9611111,2.285914352,13.62850066,-0.178258734,11.76141975,66.30680556,14.4388932,-54.012396402,0.0592273522509918,11.039085534600002,0.9489572261409558,0.6561000000000001,15.718287033975464,5.696083551389751,-0.013079849239997,352.80723407303844,612.6906039902283,1.2999999999999998
La0.6Ce0.4Ni3.77Co0.6Mn0.36Al0.27,0.8754687373538999,303,8.688333333,8.305,31.945,124,52.83333333,18.05135556,4.29155,28,8,2.0,22.44875556,22.95842574,138.5983333,0.81,216.2533333,2.26905,10.08114761,-0.317292585,13.11111111,62.87516667,15.05217184,-96.139653255,0.0626076068242291,8.165729564100001,0.9778002992987443,0.6561000000000001,17.376666666,5.735015773232493,-0.0314738556833808,503.9466261926309,733.4069102643,1.4
La0.7Sm0.3Ni4Fe,0.7654678421395714,323,8.5,8.75,32.75,124,52.5,13.06666667,4.301833333,28,8,2.0,21.86111111,23.39391917,138.7166667,0.81,219.1,1.666666667,9.358738889,-0.218984223,12.16666667,65.992,14.63454167,-70.731904029,0.0610687022900763,7.580578500090001,0.9344783552998828,0.6561000000000001,17.0,6.152380952380953,-0.0233989029502028,477.9081789637654,766.1508528175,1.15
La0.8Ce0.2Ca0.1Ni3.55Co0.75Mn0.4Al0.3,0.8960880245566356,295,8.549180328,8.090163934,31.59836066,124,51.94262295,17.6318194,4.239918033,28,8,2.0,23.1518409,22.73655962,139.442623,0.91,215.5819672,2.446654125,10.72336267,-0.313114971,14.11045418,61.86644262,15.44291549,-92.368916445,0.0632944228189589,9.7582600297,1.0182649128514016,0.8281000000000001,17.098360656,5.679343538041334,-0.0291993268003496,536.0077370589128,718.4380110403526,1.4500000000000002
La0.8Ce0.2Ni4.25Co0.5Sn0.25,0.7884573603642702,298,8.916666667,8.533333333,33.7,124,53.60833333,15.73888889,4.381666667,28,8,2.0,22.66458333,25.18206537,138.525,0.86,213.75,1.916666667,10.02638264,-0.149210105,13.40277778,62.68408333,15.711625,-44.46461129,0.059347181008902,8.6226890704,0.9000287703565754,0.7395999999999999,17.833333334,5.558837245798777,-0.0148817485186262,513.6833375225139,848.635602969,1.2000000000000002
La0.8Ce0.2Ni4.8Sn0.25,0.832909122935104,298,9.008264463,8.628099174,33.73553719,124,53.91735537,16.23495663,4.386280992,28,8,2.0,22.59517793,25.0365393,138.2396694,0.86,216.4049587,1.931015641,9.860700772,-0.118941588,13.39416707,62.67305785,15.67326446,-35.444593224,0.059284664380351,8.48020266392,0.902488065912528,0.7395999999999999,18.016528926,5.526977314725813,-0.0120621840932179,510.542065688359,844.6211026640467,1.2999999999999998
La0.8Er0.2Ni5,0.8960880245566356,313,8.833333333,9.2,33.2,124,53.73333333,15.76,4.405666667,28,8,2.0,22.05555556,23.85632667,137.2333333,0.81,219.8333333,1.653333333,8.009311111,-0.169908482,12.11111111,65.51733333,14.53916667,-53.181354866,0.0602409638554216,6.487541999910001,0.9245159938112132,0.6561000000000001,17.666666666,5.82506203510081,-0.0212138696631034,486.4475310602468,792.0300454440002,1.4500000000000002
La0.8Gd0.2Ni5,0.9162907318741552,313,8.833333333,9.066666667,33.06666667,124,53.46666667,15.44444444,4.434,28,8,2.0,22.44444444,23.30027111,137.4666667,0.81,219.8333333,1.617777778,8.181044444,-0.142302338,12.55555556,65.272,14.588,-44.540631794,0.0604838709616447,6.62664599964,0.9632696690111604,0.6561000000000001,17.666666666,5.854114712851987,-0.0173941529072568,503.753086220247,770.4622981150009,1.5000000000000004
La0.8Nd0.2Ni2.4Co2.5Si0.1,0.832909122935104,293,8.483333333,8.416666667,32.28333333,126,52.23333333,15.18222222,4.391666667,27,7,2.0,22.51666667,22.71434347,138.25,0.81,206.95,1.752777778,9.080963889,-0.281013761,12.67777778,64.99583333,14.81741667,-82.337031973,0.0619514713538411,7.35558075009,0.9912972699272122,0.6561000000000001,16.966666666,5.609444799336914,-0.0309453670816155,507.0002779278889,733.2947216141188,1.2999999999999998
La0.8Y0.2Ni4.8Mn0.2,0.9555114450274363,298,8.733333333,8.733333333,32.13333333,124,52.66666667,15.63111111,4.391,28,8,2.0,22.02666667,19.54510006,137.7666667,0.81,219.5666667,2.026666667,8.146044444,-0.177474814,13.33333333,65.43866667,14.60408621,-52.887494572,0.0622406639068714,6.59829599964,1.1269661757873857,0.6561000000000001,17.466666666,5.658227847743151,-0.0217866248115942,485.1740445912889,628.049215196183,1.6
La0.8Y0.2Ni5,0.9162907318741552,313,8.833333333,8.833333333,32.23333333,124,52.96666667,15.44444444,4.441666667,28,8,2.0,22.11111111,19.50337389,137.2666667,0.81,219.8333333,1.944444444,8.098677778,-0.154836448,13.38888889,65.38966667,14.5985,-48.463808224,0.0620475698099325,6.559929000180001,1.1337069798644976,0.6561000000000001,17.666666666,5.909376966273796,-0.0191187317540416,488.9012345187654,628.6587516559887,1.5000000000000004
La0.13Ce0.35Pr0.52Co5,0.5877866649021191,323,8.0,8.231666667,32.23166667,126,50.96333333,10.50555556,4.32785,27,7,2.0,21.63055556,22.62141503,138.9783333,0.78,194.0,1.280555556,8.799142278,-0.07777962,11.72777778,65.8781,14.6011125,-25.12281726,0.0620507782137596,6.86333097684,0.9561981658226976,0.6084,16.0,6.337889986679175,-0.0088394547494098,467.88093383424695,729.1259088506881,0.8
La0.1Ce0.9Co5,0.4700036292457356,293,8.0,8.15,32.15,126,50.8,9.944444444,4.380833333,27,7,2.0,21.75,22.51715333,139.05,0.78,194.0,1.416666667,8.917905556,-0.056211691,12.0,65.72733333,14.73845833,-16.470025463,0.062208398133748,6.955966333679999,0.9659302701919292,0.6084,16.0,5.767716535433071,-0.0063032391010443,473.0625,723.9264795595,0.6000000000000001
La0.2Ce0.8Co5,0.4700036292457356,293,8.0,8.133333333,32.13333333,126,50.76666667,9.888888889,4.383333333,27,7,2.0,21.83333333,22.4835275,139.1,0.78,194.0,1.444444444,8.882788889,-0.061639728,12.05555556,65.77633333,14.73275,-18.060440304,0.0622406639068714,6.92857533342,0.971081309638801,0.6084,16.0,5.771503610914544,-0.0069392314474941,476.6944442988888,722.4706835917216,0.6000000000000001
La0.2Pr0.8Co5,0.5306282510621704,293,8.0,8.266666667,32.26666667,126,51.03333333,10.77777778,4.300666667,27,7,2.0,21.61111111,22.65944972,138.9666667,0.78,194.0,1.222222222,8.701366667,-0.056316548,11.61111111,65.98566667,14.52408333,-16.500748564000002,0.0619834710679769,6.78706600026,0.9537350366864954,0.6084,16.0,5.741345526175137,-0.0064721497386819,467.0401234087654,731.1449110408648,0.7
La0.4Ce0.6Co5,0.4700036292457356,293,8.0,8.1,32.1,126,50.7,9.777777778,4.388333333,27,7,2.0,22.0,22.41627583,139.2,0.78,194.0,1.5,8.807655556,-0.06490778,12.16666667,65.87433333,14.72133333,-19.01797954,0.0623052959501557,6.869971333680001,0.9814297507241192,0.6084,16.0,5.779092702169625,-0.007369473021204,484.0,719.5624541430001,0.6000000000000001
La0.4Pr0.6Co5 ,0.6418538861723948,293,8.0,8.2,32.2,126,50.9,10.44444444,4.326333333,27,7,2.0,21.83333333,22.5482175,139.1,0.78,194.0,1.333333333,8.666355556,-0.061164079,11.83333333,66.03133333,14.56483333,-17.921075147,0.062111801242236,6.75975733368,0.9682953133656796,0.6084,16.0,5.756385068762279,-0.007057647081841,476.6944442988888,726.0526035,0.9000000000000001
La0.5Ce0.5Ni5,0.832909122935104,298,8.833333333,8.916666667,32.91666667,124,53.16666667,15.27777778,4.4325,28,8,2.0,22.63888889,22.44925972,137.5833333,0.81,219.8333333,1.805555556,8.577361111,-0.178684208,13.05555556,64.78166667,14.778125,-53.247893984,0.0607594936647332,6.947662499910001,1.0084470121672235,0.6561000000000001,17.666666666,5.605015673629779,-0.0208320724390217,512.5192901737654,738.9547991914975,1.2999999999999998
La0.65Ce0.28Pr0.07Co5,0.6931471805599453,323,8.0,8.07,32.07,126,50.64,9.716666667,4.38735,27,7,2.0,22.18888889,22.34760444,139.3133333,0.78,194.0,1.55,8.688157972,-0.057289307,12.26666667,66.01515,14.68880417,-18.504446161,0.062363579669473,6.776763218160001,0.9928978718758816,0.6084,16.0,6.378357030015798,-0.0065939531929127,492.3467901727655,716.6876743908,1.0
La0.66Ce0.2Pr0.14Co5,0.6931471805599453,323,8.0,8.08,32.08,126,50.66,9.788888889,4.380366667,27,7,2.0,22.17777778,22.35963506,139.3066667,0.78,194.0,1.533333333,8.666878556,-0.057378707,12.23333333,66.03836667,14.669975,-18.533322361,0.0623441396508728,6.76016527368,0.9918667151985262,0.6084,16.0,6.375838926174497,-0.0066204581764073,491.8538272590617,717.2970927247999,1.0
La0.6Pr0.4Co5,0.6418538861723948,293,8.0,8.133333333,32.13333333,126,50.76666667,10.11111111,4.352,27,7,2.0,22.05555556,22.43698528,139.2333333,0.78,194.0,1.444444444,8.6283,-0.055816268,12.05555556,66.077,14.60558333,-16.354166524,0.0622406639068714,6.730074,0.9829999567571138,0.6084,16.0,5.771503610914544,-0.0064689762757437,486.4475310602468,720.9751269225433,0.9000000000000001
La0.75Ce0.25Ni4Cu0.8Al0.2,0.8754687373538999,295,9.066666667,8.775,32.50833333,124,53.88333333,15.37333333,4.277083333,28,8,1.866666667,22.525,22.50187804,138.675,0.81,219.8333333,2.226666667,11.35490694,-0.29100175,13.46111111,59.2995,15.0691875,-85.84551625,0.0574211740740754,9.1974746214,1.0010275568980906,0.6561000000000001,16.924444448088888,5.474791215927918,-0.0256278410327509,507.375625,731.498551875327,1.4
La0.75Ce0.25Ni4Cu0.9Al0.1,0.8754687373538999,295,9.033333333,8.908333333,32.775,124,53.73333333,14.02111111,4.27875,28,8,1.85,22.46388889,22.29874215,138.8583333,0.81,219.8333333,2.083055556,11.16435694,-0.280320046,13.41111111,59.6085,14.97902083,-82.69441357,0.0564454614797864,9.0431291214,1.0074061011553517,0.6561000000000001,16.71166666605,5.49007444202792,-0.0251084811697179,504.62630406226543,730.8412739662499,1.4
La0.7Ce0.3Co5,0.5306282510621704,293,8.0,8.05,32.05,126,50.6,9.611111111,4.395833333,27,7,2.0,22.25,22.31539833,139.35,0.78,194.0,1.583333333,8.682705556,-0.0509903,12.33333333,66.02133333,14.70420833,-14.9401579,0.0624024960998439,6.7725103336800005,0.9970693630903248,0.6084,16.0,5.790513833992095,-0.0058726280271895,495.0625,715.2085164765,0.7
La0.8Ce0.2Co5,0.5877866649021191,293,8.0,8.033333333,32.03333333,126,50.56666667,9.555555556,4.398333333,27,7,2.0,22.33333333,22.2817725,139.4,0.78,194.0,1.611111111,8.637788889,-0.041309819,12.38888889,66.07033333,14.6985,-12.103776967,0.0624349635861014,6.73747533342,1.0023140362823468,0.6084,16.0,5.794330915900177,-0.004782452955363,498.7777776288888,713.7594456757273,0.8
La1Co4.95Mn0.05,0.9555114450274363,294,7.983333333,7.983333333,31.98333333,126,50.45,9.470833333,4.391083333,27,7,2.0,22.46388889,22.22561847,139.6083333,0.78,194.1916667,1.6775,8.543881944,-0.017288251,12.48333333,66.16916667,14.68910489,-5.082745794,0.0625325690528955,6.664227916320001,1.0107205304689997,0.6084,15.966666666,5.827552031714569,-0.0020234655761062,504.62630406226543,710.8493639914146,1.6
La1Fe5,0.4700036292457356,373,7.166666667,7.166666667,31.16666667,132,48.0,2.777777778,4.311666667,26,6,2.0,20.83333333,23.07235278,144.5,0.73,223.1666667,1.388888889,9.251388889,0.021138971,11.66666667,70.41833333,15.09125,7.884836183,0.0641711229877891,6.75351388897,0.9029566047576704,0.5328999999999999,14.333333334,7.770833333333333,0.0022849510763875,434.0277776388888,719.0883283869078,0.6000000000000001
La1Ni2.5Co2.5,0.6931471805599453,293,8.416666667,8.416666667,32.41666667,124,51.75,12.22222222,4.424166667,27,7,2.0,22.77777778,22.24782569,138.6666667,0.81,206.9166667,1.805555556,8.685763889,-0.223540629,12.91666667,65.5975,14.71833333,-65.497404297,0.0616966580913422,7.035468750090001,1.0238203992329105,0.6561000000000001,16.833333334,5.661835748792271,-0.0257364385973121,518.8271605950617,721.2003495249927,1.0
La1Ni2Cu3,0.6418538861723948,308,9.333333333,9.333333333,33.33333333,132,54.5,10.33333333,3.97,29,10,1.5,21.72222222,21.47236389,141.8333333,0.81,219.8333333,2.111111111,10.84611111,-0.199976087,13.83333333,50.06666667,15.12458333,-61.592634796,0.0450000000044999,8.785349999100001,1.0116362749476484,0.6561000000000001,13.999999999500002,5.651376146788991,-0.0184375842153805,471.8549381750617,715.7454629284255,0.9000000000000001
La1Ni2FeCu2,0.7419373447293773,295,8.833333333,8.833333333,32.83333333,124,53.0,5.888888889,4.101666667,28,8,1.666666667,21.72222222,21.90019722,141.8333333,0.81,220.5,2.222222222,12.57583333,-0.183582475,13.33333333,56.13166667,15.06791667,-54.156830125,0.0507614213351026,10.1864249973,0.9918733608555148,0.6561000000000001,14.722222224611112,5.566037735849057,-0.0145980365819622,471.8549381750617,719.0564753169994,1.1
