Model,CV_R2_Mean,CV_R2_Std,CV_RMSE_Mean,CV_MAE_Mean,CV_Weighted_Mean,Train_R2_Orig,Train_RMSE_Orig,Train_MAE_Orig,Train_Weighted_Orig,Val_R2_Orig,Val_RMSE_Orig,Val_MAE_Orig,Val_Weighted_Orig,Test_R2_Orig,Test_RMSE_Orig,Test_MAE_Orig,Test_Weighted_Orig,Overfitting,Val_R2_CI_Low,Val_R2_CI_High,Val_MAE_CI_Low,Val_MAE_CI_High,Val_RMSE_CI_Low,Val_RMSE_CI_High
Ensemble,0.3441776281774927,0.01844617632839038,0.2748788280222162,0.2037697378078442,2.1698727125703408,0.4184151334099786,0.8523027442732409,0.5573385953219484,0.9687456532914462,0.37658989369181195,0.7871414777058809,0.5165904209687592,1.0002617510016685,0.37608542297156655,0.8750492901363246,0.590190702644146,0.9033982908134081,0.04182523971816665,0.32755064430453723,0.41491336231066417,0.42374949507468446,0.6166108195410352,0.623110774474478,0.9437066843644368
